,FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
191,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CAMBRIDGE 1,EATING PLACES RESTAURANTS,2016-07-10,24.4
192,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2016-07-10,45.0
193,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2016-07-10,80.0
194,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCIANO ON THE RIVER,FAST FOOD RESTAURANTS,2016-07-10,22.52
195,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MOKARA OSTRA RESTAURAN,EATING PLACES RESTAURANTS,2016-07-10,36.0
196,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHATABURGER 1025,FAST FOOD RESTAURANTS,2016-07-10,6.48
197,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CONFERENCE CENTERS,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2016-07-11,150.0
198,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PA ASSN FOR COLLEGE ADMIS,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-07-11,425.0
199,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PMI BWI AIRPORT PARKNG,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-11,28.0
200,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-11,77.0
203,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SMART PARK INC,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-11,51.15
204,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *DOGS ON THE FLY,MISC FOOD STORE-CONVENIENCE MRKT SPLTY VENDNG MACS,2016-07-11,9.14
205,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *RANDALL RITCH,TRAVEL,2016-07-11,43.13
206,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7120714767000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-07-11,278.54
207,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365206175,AIRLINE,2016-07-11,27.0
208,2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7120714767000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-07-11,447.87
209,2017,1,DEPT OF EDUCATION,ADVISORY COUNCIL,VZWRLSS*APOCC VISB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2016-07-12,24.67
210,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AIRBEV INC.,FAST FOOD RESTAURANTS,2016-07-12,17.81
211,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMES PLOW TAVERN,EATING PLACES RESTAURANTS,2016-07-12,14.4
212,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BEEHIVE,EATING PLACES RESTAURANTS,2016-07-12,40.24
213,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,KILVERT AND FORBES,EATING PLACES RESTAURANTS,2016-07-12,3.25
214,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MCDONALD'S F23115,FAST FOOD RESTAURANTS,2016-07-12,7.37
215,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHILADELPHIA AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-12,100.0
216,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9566694952322,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2016-07-12,28.98
217,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UPS*1Z21X9566698552202,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2016-07-12,28.98
218,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-12,3.16
219,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,75 ON LIBERTY WHAR,EATING PLACES RESTAURANTS,2016-07-13,28.2
220,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,75 ON LIBERTY WHAR,EATING PLACES RESTAURANTS,2016-07-13,41.2
222,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FHM CHEERS,EATING PLACES RESTAURANTS,2016-07-13,19.74
223,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FHM CHEERS,EATING PLACES RESTAURANTS,2016-07-13,19.9
225,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JETBLUE 2792115033932,AIRLINE,2016-07-13,111.0
226,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365387844,AIRLINE,2016-07-13,25.0
227,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365414268,AIRLINE,2016-07-13,75.0
228,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-13,10.0
229,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-13,6.21
230,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-13,6.74
231,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL HARBORSIDE,EATING PLACES RESTAURANTS,2016-07-14,19.56
232,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL HARBORSIDE,EATING PLACES RESTAURANTS,2016-07-14,32.71
233,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LEGAL HARBORSIDE,EATING PLACES RESTAURANTS,2016-07-14,32.76
234,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PIATTINI - MA,EATING PLACES RESTAURANTS,2016-07-14,14.45
235,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PIATTINI - MA,EATING PLACES RESTAURANTS,2016-07-14,18.06
236,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PIATTINI - MA,EATING PLACES RESTAURANTS,2016-07-14,19.53
237,2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PERKINS GARAGE PAYONFO,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-14,10.0
238,2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2016-07-14,16.5
239,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,COMPUTER NETWORK-INFORMATION SERVICES,2016-07-15,18.78
240,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,COMPUTER NETWORK-INFORMATION SERVICES,2016-07-15,3.08
241,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FAIRFIELD INN NEW HAVEN,LODGING,2016-07-15,108.1
243,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HARRISON BROS SUPPLY,HARDWARE EQUIPMENT AND SUPPLIES,2016-07-15,80.85
244,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MIJA CANTINA AND TEQUILA BAR,EATING PLACES RESTAURANTS,2016-07-15,16.51
245,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MIJA CANTINA AND TEQUILA BAR,EATING PLACES RESTAURANTS,2016-07-15,21.19
246,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MIJA CANTINA AND TEQUILA BAR,EATING PLACES RESTAURANTS,2016-07-15,21.59
247,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ACADEMY SCIENCES,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2016-07-15,121.09
249,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHEEO,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2016-07-15,575.0
250,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USAIRWAYS 0372365755009,AIRLINE,2016-07-15,463.5
251,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-15,12.63
252,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-15,3.16
253,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-15,5.56
254,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-15,8.03
255,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-15,8.56
259,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ACTFL,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2016-07-16,59.43
260,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1970720067027,TRAVEL,2016-07-16,152.0
261,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCCA RESTAURANT,EATING PLACES RESTAURANTS,2016-07-16,38.0
262,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCCA RESTAURANT,EATING PLACES RESTAURANTS,2016-07-16,38.52
263,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LUCCA RESTAURANT,EATING PLACES RESTAURANTS,2016-07-16,48.16
264,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7120920725000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-07-16,243.26
265,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-16,6.21
266,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-16,6.74
267,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-16,7.01
268,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,YANKEE LOBSTER,EATING PLACES RESTAURANTS,2016-07-16,12.05
270,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 1980706086263,TRAVEL,2016-07-17,117.0
271,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BALTIMORE FAST PARK AND RE,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-17,54.0
272,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BENCHMARK EDUCATION CO,BOOKS PERIODICALS AND NEWSPAPERS,2016-07-17,21.28
273,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BENCHMARK EDUCATION CO,BOOKS PERIODICALS AND NEWSPAPERS,2016-07-17,266.0
275,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COSI-SW,FAST FOOD RESTAURANTS,2016-07-17,10.47
276,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DEL FRISCOS #8635,EATING PLACES RESTAURANTS,2016-07-17,26.88
277,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOX RENT A CAR LAS VEGAS,CAR RENTAL,2016-07-17,260.09
278,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LOBSTER BOAT,EATING PLACES RESTAURANTS,2016-07-17,15.56
279,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SALADWORKS DOVER,EATING PLACES RESTAURANTS,2016-07-17,259.7
280,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE TIMES,EATING PLACES RESTAURANTS,2016-07-17,13.97
281,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-17,7.01
282,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN BOSTON DINING,EATING PLACES RESTAURANTS,2016-07-17,9.9
287,2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,NEW READERS PRESS,DIRECT MARKETING-CATALOG MERCHANTS,2016-07-17,99.85
288,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AC MOORE STR 18,GLASS PAINT WALLPAPER STORES,2016-07-18,28.61
290,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2016-07-18,13.18
291,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WW GRAINGER,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2016-07-18,570.5
293,2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,OFFICEMAX CT*IN#140751,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,2016-07-18,60.3
295,2017,1,DEPT OF EDUCATION,TRANSPORTATION,SOUTHWES 5262432195204,AIRLINE,2016-07-18,259.0
296,2017,1,DEPT OF EDUCATION,TRANSPORTATION,SOUTHWES 5262432272059,AIRLINE,2016-07-18,251.0
297,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 2010735035682,TRAVEL,2016-07-20,147.0
298,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CTC*CONSTANTCONTACT.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2016-07-20,105.0
299,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-20,21.12
300,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2016-07-21,49.49
301,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK NRTHEAST CAFE Q12,FAST FOOD RESTAURANTS,2016-07-21,4.5
302,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COSI - 677,FAST FOOD RESTAURANTS,2016-07-21,9.11
303,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FOX RENT A CAR LAS VEGAS,CAR RENTAL,2016-07-21,-260.09
304,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOLDEN BULL GRAND CAFE,EATING PLACES RESTAURANTS,2016-07-21,18.32
305,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GRAND CAB,TRAVEL,2016-07-21,16.14
306,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GRAND CAB,TRAVEL,2016-07-21,19.05
307,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LE PAIN QUOTIDIEN,FAST FOOD RESTAURANTS,2016-07-21,18.1
308,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-21,19.95
309,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-21,35.64
310,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MEDATERRA,EATING PLACES RESTAURANTS,2016-07-21,25.85
311,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PRET MANAGER 42,FAST FOOD RESTAURANTS,2016-07-21,7.68
313,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WPA TRAIN STATION,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-21,12.0
314,2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,COLONIAL PARKING #646,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-21,20.0
315,2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,MARRIOTT 337W0 F AND B,LODGING,2016-07-21,14.85
317,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK 2038270018086,TRAVEL,2016-07-22,35.0
318,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FUNSHINE EXPRESS INC,OFFICE SCHOOL SUPPLY AND STATIONERY STORES,2016-07-22,30.0
319,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LAZ PARKING 660301,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-22,32.0
320,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-22,11.0
321,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-22,20.9
322,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-22,24.95
323,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-22,24.96
324,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-22,3.3
325,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MOBY DICK HOUSE OF KABOB,FAST FOOD RESTAURANTS,2016-07-22,17.84
326,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NCS*GED TESTING MH,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2016-07-22,200.0
327,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NCS*GED TESTING MH,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2016-07-22,375.0
328,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXI MAGIC,TRAVEL,2016-07-22,18.0
329,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TRAVEL TRADERS 0206,GIFT CARD NOVELTY AND SOUVENIR SHOPS,2016-07-22,7.38
331,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WALMART.COM 8009666546,DISCOUNT STORES,2016-07-22,536.4
332,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTAT CAFE 40040693,FAST FOOD RESTAURANTS,2016-07-22,6.74
333,2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PENSKE TRK LSG 044610,CAR RENTAL,2016-07-22,233.35
334,2017,1,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,PERKINS GARAGE CASHIER,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-22,6.0
335,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2016-07-23,1.03
336,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2016-07-23,6.26
337,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BISTRO BISTRO,EATING PLACES RESTAURANTS,2016-07-23,35.09
338,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EXPEDIA*EXPEDIA.COM,TRAVEL,2016-07-23,7.0
340,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON TDL RESTAURANT,EATING PLACES RESTAURANTS,2016-07-23,35.0
341,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,JSTANFIELD8058971185,DIRECT MARKETING-CATALOG MERCHANTS,2016-07-23,48.86
343,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,KRAMERBOOKSAFTERWOR,EATING PLACES RESTAURANTS,2016-07-23,26.33
344,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-23,19.0
345,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-23,19.14
346,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-23,20.6
347,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 F AND B,LODGING,2016-07-23,24.32
348,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OPEN CITY,EATING PLACES RESTAURANTS,2016-07-23,21.6
349,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OPEN CITY,EATING PLACES RESTAURANTS,2016-07-23,23.3
350,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PF CHANGS #9848,EATING PLACES RESTAURANTS,2016-07-23,25.52
351,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PF CHANGS #9848,EATING PLACES RESTAURANTS,2016-07-23,32.05
352,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RESIDENCE INNS GAITHRSBRG,LODGING,2016-07-23,331.2
353,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7121300236000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-07-23,610.84
354,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXI TAXI,TRAVEL,2016-07-23,23.75
355,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXICHARG WASHINGTONDC,TRAVEL,2016-07-23,11.9
356,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTAT CAFE 40040693,FAST FOOD RESTAURANTS,2016-07-23,9.31
357,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ACADEMY - CDR,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,2016-07-24,60.0
358,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2016-07-24,79.86
359,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2016-07-24,8.94
360,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BARNES AND NOBLE*COM,BOOKS PERIODICALS AND NEWSPAPERS,2016-07-24,415.76
361,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON COFFEE BN TEA,EATING PLACES RESTAURANTS,2016-07-24,6.27
362,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT REGENCY NEW ORLEAN,LODGING,2016-07-24,-4.36
363,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LA TOMATE BISTRO,EATING PLACES RESTAURANTS,2016-07-24,11.9
364,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LA TOMATE BISTRO,EATING PLACES RESTAURANTS,2016-07-24,19.5
365,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LA TOMATE BISTRO,EATING PLACES RESTAURANTS,2016-07-24,21.7
366,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 WARDMAN PK,LODGING,2016-07-24,13.69
367,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 WARDMAN PK,LODGING,2016-07-24,138.0
368,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 WARDMAN PK,LODGING,2016-07-24,27.38
369,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 WARDMAN PK,LODGING,2016-07-24,396.13
370,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT 337W0 WARDMAN PK,LODGING,2016-07-24,573.66
372,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SMASHBURGER #1270,EATING PLACES RESTAURANTS,2016-07-24,11.96
373,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SOHO CAFE AND MARKET,FAST FOOD RESTAURANTS,2016-07-24,6.05
374,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXI MAGIC,TRAVEL,2016-07-24,13.6
375,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WASH METRORAIL,TRAVEL,2016-07-24,10.05
376,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK 2066733041411,TRAVEL,2016-07-25,4.0
377,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON COFFEE BN TEA,EATING PLACES RESTAURANTS,2016-07-25,6.49
378,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON HOTELS WASHNGTN,LODGING,2016-07-25,382.44
379,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON HOTELS WASHNGTN,LODGING,2016-07-25,92.0
380,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HP DIRECT-PUBLICSECTOR,DIRECT MARKETING-CATALOG MERCHANTS,2016-07-25,152.85
381,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,METRO PARKING,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-25,5.1
382,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2016-07-25,207.37
383,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAXI CAB SERVICE,TRAVEL,2016-07-25,17.2
384,2017,1,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CITY OF NEWARK/PKNG,AUTOMOBILE PARKING LOTS AND GARAGES,2016-07-25,2.5
385,2017,1,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST OF WILMINGTON,CABLE SATELLITE OTHER PAY TELEVISION RADIO SVCS,2016-07-26,112.9
386,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,APPLEBEES 964001633197,EATING PLACES RESTAURANTS,2016-07-26,20.66
387,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7121487170000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2016-07-26,421.14
388,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,144 PHILADELPHIA NG E13,GIFT CARD NOVELTY AND SOUVENIR SHOPS,2016-07-27,5.98
389,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BOSTON TAXI,TRAVEL,2016-07-27,41.88
390,2017,1,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CANTINA LAREDO - PHILLY,EATING PLACES RESTAURANTS,2016-07-27,14.04
